id,text,label,origin,id-type,english,french
https://www.lavozdegalicia.es/noticia/espana/2023/04/17/muere-nino-12-anos-tras-recibir-balonazo-colegio-sestao/00031681719423496136109.htm,"Un niÃ±o de 12 aÃ±os falleciÃ³ ayer tras recibir un balonazo mientras jugaba en el patio del colegio La Salle de Sestao, segÃºn publica El Correo.",0,news-articles,url,"A 12-year-old boy died yesterday after being hit by a ball while playing in the playground of the La Salle de Sestao school, according to El Correo.","Un garçon de 12 ans est décédé hier après avoir été touché par une balle alors qu'il jouait dans la cour de récréation de l'école La Salle de Sestao, selon El Correo."
https://www.elplural.com/opinion/hable-mayoria-hazlo-madrid-importa_264954102,"El PSOE en la Comunidad de Madrid, con el lema Hazlo por Madrid, ha realizado un llamamiento a la movilizaciÃ³n para votar con el objetivo de evitar un Gobierno de PP y Vox en la regiÃ³n.",0,news-articles,url,"The PSOE in the Community of Madrid, with the motto Do it for Madrid, has called for mobilization to vote with the aim of avoiding a PP and Vox Government in the region.","Le PSOE de la Communauté de Madrid, avec pour devise Faites-le pour Madrid, a appelé à la mobilisation pour voter dans le but d'éviter un gouvernement PP et Vox dans la région."
https://www.elsaltodiario.com/argentina/economia-popular-inflacion-fmi-organizaciones-populares-argentinas-crisis-economica,"Si bien estÃ¡s prÃ¡cticas no tienen la dimensiÃ³n que tenÃ­an a comienzos del 2000, en algunos barrios han empezado a crecer los intercambios de ropa o mercaderÃ­a para acceder a los bienes mÃ¡s bÃ¡sicos.",0,news-articles,url,"Although these practices do not have the dimension they had at the beginning of 2000, in some neighborhoods exchanges of clothing or merchandise have begun to grow to access the most basic goods.","Même si ces pratiques n'ont plus l'ampleur qu'elles avaient au début des années 2000, dans certains quartiers, les échanges de vêtements ou de marchandises ont commencé à se développer pour accéder aux biens les plus élémentaires."
https://beta.newtral.es/boca-river-mujeres-radio-argentina/20210211/,"âAhora todavÃ­a eres un bicho raro y por eso tambiÃ©n escuchan con lupa, pero hay que abrir ese camino para un montÃ³n de locutoras, para que el dÃ­a de maÃ±ana sea habitual que tengamos un equipo femenino transmitiendoâ.",0,news-articles,url,"""Now you're still a weirdo and that's why they also listen with a magnifying glass, but we have to open that path for a lot of announcers, so that tomorrow it will be common for us to have a female team broadcasting.""","""Maintenant, tu es toujours un cinglé et c'est pourquoi ils écoutent aussi avec une loupe, mais nous devons ouvrir cette voie à beaucoup d'annonceurs, pour que demain, il soit courant que nous ayons une équipe féminine qui diffuse."""
http://www.elconfidencial.com/cultura/2016-08-06/joker-batman-peiculas-comics-jared-leto-jack-nicholson-cesar-romero-heath-ledger_1242564/,Un Joker perpetuamente baÃ±ado en Ã¡cido.,0,news-articles,url,A Joker perpetually bathed in acid.,Un Joker perpétuellement baigné d’acide.
https://www.newtral.es/default-rusia-suspension-pagos-deuda/,"âDe acuerdo con los criterios de calificaciÃ³n soberana de Fitch Ratings, el pago en moneda local de los cupones de eurobonos en dÃ³lares estadounidenses de Rusia con vencimiento el 16 de marzo, si ocurriera, constituirÃ­a un incumplimiento soberano, al vencimiento del perÃ­odo de gracia de 30 dÃ­asâ, recoge.",0,news-articles,url,"âAccording to Fitch Ratings' sovereign rating criteria, payment in local currency of Russia's US dollar Eurobond coupons due on March 16, if it occurred, would constitute a sovereign default, upon expiration of the 30-day grace period, collect.","« Selon les critères de notation souveraine de Fitch Ratings, le paiement en monnaie locale des coupons des euro-obligations russes en dollars américains dus le 16 mars, s'il se produisait, constituerait un défaut souverain, à l'expiration du délai de grâce de 30 jours, à recouvrer."
https://www.elconfidencial.com/alma-corazon-vida/2019-01-15/consejos-policia-nacional-no-te-roben-en-casa_1759354/,"Si observas algo inusual o raro, llama sin pensarlo.",0,news-articles,url,"If you notice something unusual or strange, call without thinking.","Si vous remarquez quelque chose d'inhabituel ou d'étrange, appelez sans réfléchir."
https://www.alertadigital.com/2023/04/16/hallan-superbacterias-en-el-40-de-muestras-de-carne-de-supermercados-de-espana/,"Los supermercados en los que se tomaron las muestras de carne eran de cadenas âmuy representativasâ presentes en toda EspaÃ±a, aclarÃ³ a El Confidencial una de las autoras de la investigaciÃ³n, Azucena Mora GutiÃ©rrez.",0,news-articles,url,"The supermarkets in which the meat samples were taken were “very representative” chains present throughout Spain, one of the authors of the research, Azucena Mora Gutiérrez, clarified to El Confidencial.","Les supermarchés dans lesquels les échantillons de viande ont été prélevés étaient des chaînes « très représentatives » présentes dans toute l'Espagne, a précisé à El Confidencial l'un des auteurs de la recherche, Azucena Mora Gutiérrez."
http://www.vanitatis.elconfidencial.com/television/2015-05-09/kiko-hernandez-anuncia-que-va-a-ser-padre-en-salvame-deluxe_791447/,"Los alegatos de HernÃ¡ndez no fueron tomados en consideraciÃ³n por el juez, ya que el colaborador asegurÃ³ ""no saber"" si habÃ­a recibido el dinero del cliente, ya que aunque era el administrador no era quien llevaba ese tipo de gestiones.",0,news-articles,url,"Hernández's allegations were not taken into consideration by the judge, since the collaborator claimed to ""not know"" if he had received the client's money, since although he was the administrator, he was not the one who carried out that type of procedure.","Les allégations d'Hernández n'ont pas été prises en considération par le juge, puisque le collaborateur a affirmé ""ne pas savoir"" s'il avait reçu l'argent du client, car bien qu'il soit l'administrateur, ce n'est pas lui qui a effectué ce type de procédure."
http://www.elconfidencial.com/economia/papeles-panama/2016-05-10/papeles-panama-mossack-fonseca_1197317/,[Leer: Al menos 36 estadounidenses acusados de fraude figuran en papeles de PanamÃ¡],0,news-articles,url,[Read: At least 36 Americans accused of fraud appear in Panama papers],[Lire : Au moins 36 Américains accusés de fraude apparaissent dans les journaux panaméens]
https://www.elplural.com/economia/calvino-asegura-indicadores-economicos-desvelan-una-fuerte-recuperacion_272943102,"Por otro lado, la responsable econÃ³mica del Gobierno se ha pronunciado sobre la situaciÃ³n del mercado laboral.",0,news-articles,url,"On the other hand, the Government's economic representative has spoken out about the situation of the labor market.","D'autre part, le représentant économique du gouvernement s'est exprimé sur la situation du marché du travail."
https://www.elespanol.com/deportes/futbol/20230417/xabi-alonso-realidad-milagro-alemania-real-madrid/756674492_0.html,"El Bayer Leverkusen querÃ­a que fuera a Alemania en su auxilio tras un terrible arranque en la Bundesliga, asÃ­ que Xabi Alonso no lo dudÃ³ y cogiÃ³ el toro por los cuernos.",0,news-articles,url,"Bayer Leverkusen wanted him to go to Germany to help them after a terrible start in the Bundesliga, so Xabi Alonso did not hesitate and took the bull by the horns.","Le Bayer Leverkusen voulait qu'il aille en Allemagne pour les aider après un début terrible en Bundesliga, alors Xabi Alonso n'a pas hésité et a pris le taureau par les cornes."
https://www.elconfidencial.com/cultura/2023-04-16/olafur-eliasson-arte-qatar_3609584/,"""Yo soy un artista, pero tambiÃ©n soy una persona.",0,news-articles,url,"""I am an artist, but I am also a person.","""Je suis un artiste, mais je suis aussi une personne."
https://www.elplural.com/opinion/octubre-revolucionario-asturies-represion_250417102,TambiÃ©n contÃ³ con la simpatÃ­a de los partidos republicanos pequeÃ±o-burgueses.,0,news-articles,url,He also had the sympathy of the petty-bourgeois republican parties.,Il avait aussi la sympathie des partis républicains petits-bourgeois.
https://www.newtral.es/senor-de-los-anillos-videojuego-trayectoria-analisis-derechos/,"Los nuevos gestores del patrimonio de Tolkien parecen mÃ¡s adeptos a los nuevos proyectos que se inspiran en la Tierra Media y hay referencias no confirmadas de que Amazon cuenta con los derechos para adaptar ciertas partes de El Silmarilion, una novela que en los Ãºltimos aÃ±os The Tolkien Estate habÃ­a mantenido guardada bajo llave.",0,news-articles,url,"The new managers of Tolkien's estate seem more adept at new projects that are inspired by Middle-earth and there are unconfirmed references that Amazon has the rights to adapt certain parts of The Silmarilion, a novel that in recent years The Tolkien Estate had kept them locked away.","Les nouveaux gestionnaires du domaine de Tolkien semblent plus adeptes des nouveaux projets inspirés de la Terre du Milieu et il y a des références non confirmées selon lesquelles Amazon a les droits d'adapter certaines parties du Silmarilion, un roman que, ces dernières années, le domaine de Tolkien les avait gardés verrouillés. loin."
https://www.elplural.com/opinion/hable-mayoria-hazlo-madrid-importa_264954102,"Si la libertad de cada cual ha de acabar donde empieza la de los demÃ¡s, Ayuso se ha convertido en una ""okupa emocional"" por intentar apropiarse en campaÃ±a electoral del amplÃ­simo porcentaje del tÃ©rmino que no le corresponde.",0,news-articles,url,"If each person's freedom has to end where that of others begins, Ayuso has become an ""emotional squatter"" for trying to appropriate in the electoral campaign the very large percentage of the term that does not belong to her.","Si la liberté de chacun doit s'arrêter là où commence celle des autres, Ayuso est devenue une ""squatteuse émotionnelle"" pour avoir tenté de s'approprier dans la campagne électorale le très grand pourcentage du mandat qui ne lui appartient pas."
https://beta.newtral.es/osakidetza-indemnizacion-muerte-bebe-parto/20200929/,"Osakidetza, en su informe de propuestas de mejora, seÃ±ala que es necesario realizar un âprotocolo de parto de Emergenciasâ y un âprotocolo de actuaciÃ³n en complicaciones obstÃ©tricasâ, pero tambiÃ©n âformaciÃ³n en asistencia al parto y sus complicacionesâ, asÃ­ como âinclusiÃ³n del doppler fetal entre el material de Emergenciasâ y âaccesibilidad del material disponible en centros de saludâ.",0,news-articles,url,"Osakidetza, in its report on improvement proposals, points out that it is necessary to carry out an âEmergency delivery protocolâ and a âaction protocol for obstetric complicationsâ, but also â training in childbirth assistance and its complications', as well as 'inclusion of fetal doppler among the Emergency material' and 'accessibility of the material available in health centres'.","Osakidetza, dans son rapport sur les propositions d'amélioration, souligne qu'il est nécessaire de réaliser un « protocole d'accouchement d'urgence » et un « protocole d'action en cas de complications obstétricales », mais aussi « une formation à l'assistance à l'accouchement et à ses complications », ainsi que « l'inclusion du doppler fœtal ». parmi le matériel d'urgence » et « l'accessibilité du matériel disponible dans les centres de santé »."
https://www.elplural.com/politica/alonso-aznar-botella-dedica-con-quien-trabaja-hijo-jose-maria-aznar-expresidente_224929102,"Provenientes del mundo empresarial, destacan Larry Babbio, actual presidente de Verizon o Tom Glocer, ex consejero delegado de Thomson Reuters.",0,news-articles,url,"Coming from the business world, Larry Babbio, current president of Verizon, and Tom Glocer, former CEO of Thomson Reuters, stand out.","Issus du monde des affaires, Larry Babbio, actuel président de Verizon, et Tom Glocer, ancien PDG de Thomson Reuters, se démarquent."
https://www.newtral.es/gibraltar-mas-alla-de-los-culebrones-de-verano/,"Es una colonia britÃ¡nica en territorio espaÃ±ol, no forma parte de Reino Unido.",0,news-articles,url,"It is a British colony in Spanish territory, it is not part of the United Kingdom.","C'est une colonie britannique en territoire espagnol, elle ne fait pas partie du Royaume-Uni."
https://www.elplural.com/opinion/octubre-revolucionario-asturies-represion_250417102,"lo que hoy hacemos es, un alto en el camino, en el cual subsanaremos nuestros errores para no volver a caer en los mismos"".",0,news-articles,url,"What we do today is a stop along the way, in which we will correct our mistakes so as not to fall into the same ones again.""","Ce que nous faisons aujourd'hui est une étape sur le chemin, au cours de laquelle nous corrigerons nos erreurs pour ne plus retomber dans les mêmes."
https://www.elconfidencial.com/cultura/cine/2017-07-28/50-primaveras-blandine-lenoir-agnes-jaoui_1412693/,"DespuÃ©s de los 30, todo va cuesta abajo.",0,news-articles,url,"After 30, everything goes downhill.","Après 30 ans, tout se dégrade."
https://www.periodistadigital.com/ciencia/salud/20230412/programas-salud-mental-conectan-poblacion-adolescente-noticia-689404903797/,Buscando las claves de la viralidad en redes,0,news-articles,url,Searching for the keys to virality in networks,À la recherche des clés de la viralité dans les réseaux
https://www.lavozdegalicia.es/noticia/economia/2023/04/17/gobierno-movilizara-50000-pisos-sareb-alquilarlos-precios-bajos/0003_202304G17P19991.htm,"Para este experto hay otras causas que explican la falta de vivienda para arrendar, entre las que destaca la derivaciÃ³n del alquiler tradicional al vacacional, que ofrece una mayor rentabilidad y seguridad para los dueÃ±os de pisos.",0,news-articles,url,"For this expert, there are other causes that explain the lack of housing to rent, among which stands out the shift from traditional to vacation rentals, which offers greater profitability and security for apartment owners.","Pour cet expert, il existe d'autres causes qui expliquent le manque de logements à louer, parmi lesquelles se distingue le passage de la location traditionnelle à la location saisonnière, qui offre une plus grande rentabilité et sécurité aux propriétaires d'appartements."
https://www.libertaddigital.com/opinion/libros/la-transicion-de-cristal-1276238378.html,"Su papel no siempre fue positivo, a causa de su apego a la demagogia radical y rupturista, su propensiÃ³n a un sentimenÂ­talismo ideolÃ³gico hueco, a una propaganda favorable a la ETA y a los radicalismos y dictaduras tambiÃ©n autodenominados progresistas fuera de EspaÃ±a;",0,news-articles,url,"His role was not always positive, due to his attachment to radical and disruptive demagoguery, his propensity for a hollow ideological sentimentalism, for propaganda favorable to ETA and to self-proclaimed progressive radicalisms and dictatorships outside of Spain;","Son rôle n'a pas toujours été positif, en raison de son attachement à une démagogie radicale et disruptive, de sa propension à un sentimentalisme idéologique creux, à une propagande favorable à l'ETA et aux radicalismes et dictatures progressistes autoproclamés en dehors de l'Espagne ;"
https://www.elplural.com/politica/espana/rajoy-orden-frenar-barcenas-escribia-luis-fuerte_269600102,"Este constituye el germen de la Kitchen, quien tambiÃ©n investiga al ex comisario JosÃ© Manuel Villarejo, al ex nÃºmero dos de la PolicÃ­a, Eugenio Pino, y al antiguo chÃ³fer del ex tesorero del PP, Sergio RÃ­os.",0,news-articles,url,"This constitutes the germ of the Kitchen, who is also investigating the former commissioner José Manuel Villarejo, the former number two of the Police, Eugenio Pino, and the former driver of the former treasurer of the PP, Sergio Ríos.","Ceci constitue le germe de la Cuisine, qui enquête également sur l'ancien commissaire José Manuel Villarejo, l'ancien numéro deux de la police, Eugenio Pino, et l'ancien chauffeur de l'ancien trésorier du PP, Sergio Ríos."
https://www.elsaltodiario.com/el-salvador/salvador-bukele-seguridad-justifica-medios,DebÃ­a de escribir el texto para antes de que se dejara de hablar sobre el tema.,0,news-articles,url,I had to write the text before the subject stopped being talked about.,J'ai dû écrire le texte avant que le sujet ne cesse d'être évoqué.
https://www.elsaltodiario.com/el-salvador/salvador-bukele-seguridad-justifica-medios,"No obstante, este plan, que disminuyÃ³ en un 51% el Ã­ndice de mortalidad, fue criticado por el Departamento del Tesoro de los Estados Unidos, porque evidenciÃ³ que la disminuciÃ³n de muertes se debÃ­a realmente a los pactos a los que habÃ­a llegado Bukele con las pandillas del crimen organizado.",0,news-articles,url,"However, this plan, which reduced the mortality rate by 51%, was criticized by the United States Treasury Department, because it showed that the decrease in deaths was really due to the pacts that Bukele had reached with the organized crime gangs.","Cependant, ce plan, qui a réduit le taux de mortalité de 51%, a été critiqué par le Département du Trésor des États-Unis, car il montrait que la diminution des décès était en réalité due aux pactes que Bukele avait conclus avec les gangs du crime organisé."
https://www.elconfidencial.com/cultura/cine/2017-07-28/50-primaveras-blandine-lenoir-agnes-jaoui_1412693/,"El objetivo no es ver quiÃ©n estÃ¡ mÃ¡s discriminado, sino identificar los criterios de discriminaciÃ³n para afrontarlos.",0,news-articles,url,"The objective is not to see who is most discriminated against, but to identify the discrimination criteria to address them.","L’objectif n’est pas de voir qui est le plus discriminé, mais d’identifier les critères de discrimination pour y remédier."
https://www.elconfidencial.com/television/programas-tv/2018-11-20/gh-vip-6-notario-votaciones-sistema-votos-tongo-nominaciones-gran-hermano_1657090/,"Esta hipotÃ©tica situaciÃ³n no cambiarÃ­a esta realidad: hasta la fecha ""GH VIP 6"" no ha usado esta figura para supervisar los resultados de las votaciones.",0,news-articles,url,"This hypothetical situation would not change this reality: to date ""GH VIP 6"" has not used this figure to monitor the voting results.","Cette situation hypothétique ne changerait rien à cette réalité : à ce jour, « GH VIP 6 » n'a pas utilisé ce chiffre pour suivre les résultats du vote."
https://www.newtral.es/coronavirus-covid-casos-echo-contagios-medidas/,"En el conjunto del planeta, la COVID-19 suma 154,3 millones de casos, segÃºn Johns Hopkins, con 3.227.699 fallecidos.",0,news-articles,url,"On the planet as a whole, COVID-19 has 154.3 million cases, according to Johns Hopkins, with 3,227,699 deaths.","Sur l’ensemble de la planète, le COVID-19 compte 154,3 millions de cas, selon Johns Hopkins, avec 3 227 699 décès."
https://www.libertaddigital.com/opinion/libros/la-transicion-de-cristal-1276238378.html,"Esta evidencia clave queda nublada o desvirtuada en la mayorÃ­a de las historias e interpretaciones de la Ã©poca, lo cual desenfoca el proceso y enturbia su comprensiÃ³n.",0,news-articles,url,"This key evidence is clouded or distorted in most histories and interpretations of the period, blurring the process and clouding its understanding.","Ces preuves clés sont obscurcies ou déformées dans la plupart des histoires et interprétations de cette période, brouillant le processus et obscurcissant sa compréhension."
https://www.elplural.com/opinion/riego-cabezas-san-juan-plaza-cebada_256499102,"A las 8 de la maÃ±ana del 1 de enero de 1820, comenzaba un episodio trascendental de la historia contemporÃ¡nea en EspaÃ±a.",0,news-articles,url,"At 8 in the morning on January 1, 1820, a transcendental episode in contemporary history in Spain began.","Le 1er janvier 1820, à 8 heures du matin, commença un épisode transcendantal de l’histoire contemporaine de l’Espagne."
https://www.elplural.com/economia/ahora-cuidado-con-el-gasto-publico_215740102,"Hasta hace bien poco, hablar en EspaÃ±a de rendiciÃ³n de cuentas era hablar de fiscalizaciÃ³n administrativa y de poco mÃ¡s.",0,news-articles,url,"Until recently, talking about accountability in Spain meant talking about administrative oversight and little else.","Jusqu’à récemment, parler de responsabilité en Espagne signifiait parler de contrôle administratif et rien d’autre."
https://www.infolibre.es/medioambiente/incendio-pirineos-franceses-arrasa-668-hectareas-cruza-frontera-espana_1_1475358.html,Las operaciones han continuado durante la noche.,0,news-articles,url,Operations continued throughout the night.,Les opérations se sont poursuivies toute la nuit.
https://www.elplural.com/politica/espana/casos-sospechosos-coronavirus-disparan-madrid-superan-5000_241051102,"Con estos datos, Madrid acumula un total de 9.087 fallecidos en hospitales desde el inicio de la pandemia (12 en el dÃ­a), a los que se suman 4.747 en centros sociosanitarios (como residencias), 881 en domicilios y 27 en otros lugares, como la vÃ­a pÃºblica.",0,news-articles,url,"With these data, Madrid has accumulated a total of 9,087 deaths in hospitals since the start of the pandemic (12 on the day), to which are added 4,747 in social health centers (such as residences), 881 in homes and 27 in other places, such as the public road.","Avec ces données, Madrid a accumulé un total de 9 087 décès dans les hôpitaux depuis le début de la pandémie (12 ce jour-là), auxquels s'ajoutent 4 747 dans les centres de santé sociaux (comme les résidences), 881 à domicile et 27 dans d'autres lieux. , comme la voie publique."
https://www.libertaddigital.com/opinion/federico-jimenez-losantos/en-2030-no-tendras-nada-y-seras-feliz-el-proyecto-comunista-mundial-que-aplauden-macron-y-merkel-en-davos-6703990/,Para el bien del medio ambiente y de tu propia saludâ.,0,news-articles,url,For the good of the environment and your own healthâ.,Pour le bien de l'environnement et de votre propre santé.
https://www.alimente.elconfidencial.com/bienestar/2023-04-17/hora-de-que-el-cancer-sea-prioridad-para-la-ue_3610976/,"La UniÃ³n Europea ha establecido una PolÃ­tica Agraria ComÃºn, ha creado autopistas que unen nuestros paÃ­ses, construido museos para impulsar la cultura que nos une y estadios de futbol para hermanarnos en los deportes, pero Â¿y por quÃ© todavÃ­a no tenemos operativa en los 27 una polÃ­tica comÃºn para luchar contra el cÃ¡ncer equitativamente?",0,news-articles,url,"The European Union has established a Common Agrarian Policy, it has created highways that unite our countries, built museums to promote the culture that unites us and soccer stadiums to unite us in sports, but why are we still not operational in the 27 a common policy to fight cancer equitably?","L'Union européenne a établi une politique agraire commune, elle a créé des autoroutes qui unissent nos pays, construit des musées pour promouvoir la culture qui nous unit et des stades de football pour nous unir dans le sport, mais pourquoi ne sommes-nous toujours pas opérationnels dans les 27 une politique commune lutter équitablement contre le cancer ?"
http://www.vanitatis.elconfidencial.com/noticias/2015-10-27/la-melancolica-entrada-de-julian-contreras-en-el-mundo-de-los-bloggers_1072339/,SerÃ¡n una serie de siete preguntas a personas de mi profunda admiraciÃ³n.,0,news-articles,url,It will be a series of seven questions to people I deeply admire.,Ce sera une série de sept questions adressées à des personnes que j’admire profondément.
https://www.newtral.es/que-leyes-ha-aprobado-el-gobierno/,"En su caso, se encuentra a la espera de un informe preceptivo (Consejo de Estado), situaciÃ³n en la que tambiÃ©n estÃ¡n otras cuatro normas: la que pretende modificar el IVA para trasponer una directiva europea, la de Memoria DemocrÃ¡tica, la que busca crear una FiscalÃ­a Europea y la que regularÃ¡ el desplazamiento de trabajadores que prestan un servicio transaccional.",0,news-articles,url,"In his case, he is waiting for a mandatory report (Council of State), a situation in which there are also four other regulations: the one that seeks to modify the VAT to transpose a European directive, the Democratic Memory ethics, which seeks to create a European Prosecutor's Office and which will regulate the posting of workers who provide a transactional service.","Dans son cas, il attend un rapport obligatoire (Conseil d'État), situation dans laquelle il existe également quatre autres réglementations : celle qui cherche à modifier la TVA pour transposer une directive européenne, l'éthique de la Mémoire Démocratique, qui cherche à créer un Parquet européen et qui réglementera le détachement des travailleurs qui fournissent un service transactionnel."
https://www.elplural.com/politica/espana/aguirre-marcha-emerito-habra-decidido-salir-dias-gente_245832102,"La marcha de Juan Carlos I lejos de caer en la lista de los temas del momento, se aviva a cada nueva informaciÃ³n o declaraciÃ³n que se conoce.",0,news-articles,url,"The departure of Juan Carlos I, far from falling into the list of current issues, is fueled by each new information or statement that is known.","Le départ de Juan Carlos Ier, loin de s'inscrire dans la liste des problèmes actuels, est alimenté par chaque nouvelle information ou déclaration connue."
https://www.alimente.elconfidencial.com/bienestar/2023-04-17/hora-de-que-el-cancer-sea-prioridad-para-la-ue_3610976/,"15 en Europa, de los que 13 se encuentran en EspaÃ±aâ, apunta Stephen Grubbs, vicepresidente del departamento de Asuntos ClÃ­nicos de la American Society of Clinical Oncology (ASCO).",0,news-articles,url,"15 in Europe, of which 13 are in Spain, says Stephen Grubbs, vice president of the Department of Clinical Affairs of the American Society of Clinical Oncology (ASCO).","15 en Europe, dont 13 en Espagne, explique Stephen Grubbs, vice-président du département des affaires cliniques de l'American Society of Clinical Oncology (ASCO)."
https://www.elplural.com/opinion/la-izquierda-como-en-la-guerra-civil_209706102,"Os dejo con un buen consejo, que vale para cualquier momento y cualquier ocasiÃ³n.",0,news-articles,url,"I leave you with good advice, which is valid for any time and any occasion.","Je vous laisse avec de bons conseils, valables à tout moment et en toute occasion."
